IPC,专利数,度数,聚类系数,近年增长频率
B01D47,21953,1829,0.24059995767515502,0.480526579510773
A01C21,21939,576,0.4121166791323859,0.2931309540088427
B60L11,21913,1045,0.27409123615438263,0.0
B65B35,21890,868,0.32447636465578233,0.5031521242576519
A61B90,21869,946,0.3580396139259845,0.611916411358544
E04F13,21730,1185,0.32536798097126096,0.30598251265531523
F16C33,21712,1378,0.25429915433403805,0.25244104642593956
B22C9,21697,1190,0.2937391324080456,0.3233165875466654
A01G31,21689,956,0.3529074026411135,0.23274470929964497
H04W74,21675,192,0.7131718184349763,0.2712341407151096
D06P1,21666,868,0.32930622488619526,0.22436074956152496
F16K1,21661,1211,0.282567553503251,0.3531692904298047
B65G1,21642,1057,0.3097439679128034,0.49921449034285187
C08F212,21564,1257,0.3255240600596021,0.32957707289927657
H03K17,21498,1144,0.2747812393037109,0.30012094148292867
B32B5,21497,2056,0.2093381286843155,0.24366190631250872
F24F5,21487,1191,0.3142965964664871,0.35775119839903197
H04L69,21447,549,0.48741386584165375,0.9108966288991467
C08J7,21421,1613,0.2684455856668633,0.3553522244526399
C07C45,21414,919,0.381812727090903,0.2973288502848604
C08G73,21407,1159,0.353621554371914,0.29326855701406085
C08L25,21403,1444,0.2891581108434292,0.2446853244872214
C08L71,21401,1511,0.2778185001397451,0.2687257604784823
H01B1,21385,1233,0.3024139274699002,0.23899929857376667
B23Q1,21362,777,0.3304259398182879,0.378897107012452
F21W131,21309,1389,0.285888028497978,0.30419071753719085
G01R33,21274,1020,0.31559751416489423,0.32946319450973016
B01D35,21256,1986,0.2340133066549542,0.501646593902898
B09C1,21225,854,0.360710680061568,0.42459363957597174
C07H1,21212,902,0.3939735508589791,0.2895530831604752
E21B7,21191,951,0.336321155291157,0.44028125147468267
C08L79,21021,1318,0.31831451454459303,0.3522667808382094
B60W10,21009,544,0.3399813110885268,0.2615069732019611
H01R4,20992,1142,0.31972028402877256,0.2807259908536585
H02H3,20962,844,0.3527414767511813,0.3656616735044366
G01S5,20958,805,0.35158368089738296,0.3131501097432961
H01S5,20921,701,0.36355251669392624,0.354093972563453
B01D69,20800,931,0.38409626591440554,0.3800480769230769
A01P21,20798,626,0.4549018397333004,0.36537167035291856
G01R27,20784,1040,0.3362634544957943,0.41479022324865283
B29C33,20780,1496,0.2576925249558179,0.3086621751684312
C21C7,20743,730,0.36965098175552097,0.4091500747240033
F15B13,20736,1239,0.2557824677618102,0.3974729938271605
E03F5,20728,1091,0.36250877761572947,0.5289463527595523
B01D67,20686,874,0.4132916925604862,0.40645847433046506
B25B27,20630,1206,0.2807985573165646,0.42263693650024237
C08F4,20626,826,0.4142729063690736,0.18869388150877534
H02K9,20557,1371,0.2732764770460361,0.4952570900423213
A47J31,20549,847,0.36145713564598,0.23592388924035232
D03D15,20510,1141,0.285595695666195,0.23495855680156022
B24B9,20492,1118,0.3093479274153366,0.5582178411087254
B23K35,20454,837,0.34624563821996296,0.24968221374792215
H01Q21,20404,510,0.44446256348134,0.3739952950401882
B60R21,20379,1034,0.27299829322024977,0.21188478335541489
D06F39,20348,761,0.34775656067384875,0.2387949675643798
B32B38,20334,1813,0.2428114255730023,0.4041506835841448
A23L27,20327,759,0.3786912974495537,0.33531755792787915
A61M25,20302,737,0.39525848486533577,0.43798640528026794
G09B5,20222,870,0.3391083188493614,0.39654831371773314
G01L1,20188,1605,0.2570009571628727,0.39201505845056467
C08L69,20180,1203,0.3193144601720788,0.2427155599603568
G01N35,20170,887,0.3511209959863998,0.3343579573624194
C07D405,20163,690,0.44304102772417997,0.2916728661409512
C07D213,20135,871,0.38265287183212865,0.25939905636950583
F16H61,20069,628,0.33814185303514377,0.25138272958293884
G01F23,20066,1632,0.26755847804554717,0.4092993122695106
C01B31,20054,1279,0.27439777299361995,0.0
E05F15,20024,1408,0.2825430412619025,0.3746004794246904
H02J9,20002,1304,0.2825122114502492,0.42225777422257776
G05F1,19950,672,0.37369207772795215,0.3146365914786967
B65G65,19933,1465,0.27191751297158456,0.5214468469372397
E06B7,19900,1379,0.29943021566938577,0.33703517587939696
G05D23,19892,1832,0.24194235555276705,0.37105368992559823
G01D5,19836,1508,0.2584717607973422,0.29310344827586204
F25B49,19812,882,0.34919071258661705,0.4387240056531395
H02K3,19770,777,0.3205167958656331,0.35174506828528074
F04D25,19752,1655,0.2530874234094881,0.39342851356824626
H01G11,19683,839,0.39042090400324697,0.33348574912360923
B60L58,19671,730,0.3652712486962831,0.7277718468811957
A01H4,19665,379,0.48431062701055366,0.23742690058479532
D04H1,19646,1405,0.29149173922194443,0.38766161050595543
A23L29,19587,725,0.4013287203595361,0.45167713279215804
A63B23,19486,709,0.33267086320125333,0.49322590577850767
F26B23,19426,1840,0.23519505651867695,0.4736950478739833
B21D22,19349,1097,0.30751379462906847,0.4622461109101246
F25D11,19342,928,0.3554538555834452,0.41427980560438427
C22B3,19338,737,0.3759179966264435,0.31683731513083047
C08G59,19290,1064,0.34698104868554874,0.2849144634525661
G09B23,19252,1053,0.3246631326174618,0.31539580303345105
B65B61,19247,971,0.3091390971351568,0.49373928404426665
A61B34,19234,607,0.40501340922773793,0.619267962982219
E21B33,19212,793,0.3758293459648898,0.43608161565688114
B05C13,19204,1242,0.3098570647504491,0.5599354301187253
B65B43,19188,896,0.3317550623667551,0.5093287471336252
G01M11,19187,731,0.4236648125537014,0.43169854589044665
A61M16,19146,918,0.35716706039563795,0.37104356001253525
A23L3,19132,1234,0.29311508962199456,0.29254651892117917
B01F27,19124,2048,0.22980781870284198,0.9705082618699017
A23C9,19115,514,0.44434167074363995,0.24608945854041328
H01R12,19114,603,0.4121797004991681,0.2175368839594015
F25D29,19107,1094,0.3374714195062499,0.46548385408489035
H05B3,19091,2154,0.2256986030531317,0.32256036876014876
G01J5,19082,1504,0.27181257767790845,0.509642595115816
B05C5,19059,1390,0.29220073594036017,0.4947793693268272
B30B15,19024,1280,0.28769624621478107,0.354394449116905
F04B39,18947,1377,0.2722191345772132,0.334617617564786
A61B18,18939,796,0.3665956210036815,0.36818205818681027
F16L55,18922,1578,0.27844492788655223,0.5027481238769687
C09D183,18895,1412,0.2928720635831458,0.30849431066419686
C25B11,18853,744,0.3961136513271568,0.6428154670344243
E02B3,18828,1028,0.34017211049303475,0.46483960059485874
E04H6,18769,782,0.4201902504855008,0.23661356492088018
H01B3,18700,939,0.3455769002727381,0.19106951871657754
G16H40,18656,774,0.39338924618455273,0.7056174957118353
E21F17,18622,1254,0.3129407017516977,0.6231876275373215
A01N59,18620,1197,0.32521884176811533,0.27593984962406015
C08L1,18581,1487,0.28564894225271587,0.3197352133900221
B26D5,18576,1208,0.2843830639334448,0.42291128337639966
A61H1,18575,593,0.3884998135880008,0.44183041722745625
G01F1,18507,1222,0.3145200984413454,0.32625493056681254
H03F3,18495,582,0.3771365612530522,0.3141389564747229
B01L3,18472,1065,0.327823574327712,0.391240796881767
C08L61,18469,1503,0.2731538974017322,0.2576208782283827
C09K5,18461,1532,0.28228882134933764,0.3233844320459347
G06V30,18457,610,0.4165926038324807,0.9108197431868668
H02P21,18441,509,0.3786280609023084,0.4549102543246028
F03D9,18416,1625,0.2417909019010783,0.3481754995655951
D02G3,18360,1002,0.3023323323323323,0.2298474945533769
A61H39,18345,1052,0.32433247083390077,0.36140637775960754
C01B25,18311,999,0.35994126959190825,0.4215498880454372
B65H75,18289,1818,0.24379922573755172,0.5185083930231287
A61F5,18263,834,0.329231463482366,0.36795707167497127
B65B51,18251,1013,0.316445828559117,0.4864938907457126
B66C23,18227,1045,0.3170059789879702,0.3963351072584627
A61Q17,18226,755,0.44102667344805174,0.3472511796334906
F24F3,18224,1084,0.33782302619092,0.22327699736611062
A01K63,18191,1111,0.33605095168184174,0.3516574130064318
H01J37,18118,814,0.3344833660323264,0.31813665967546084
E02D27,18094,885,0.38971964776850715,0.5024317453299436
C07C11,18082,684,0.4091318183971303,0.24637761309589648
A01H6,17983,224,0.6221107985813868,0.6715231051548685
A21D13,17978,381,0.4956792450196144,0.13266214261875625
B21D28,17958,864,0.33949354740481447,0.3880721683929168
B62D25,17899,816,0.3482808538159092,0.3172802949885469
C04B14,17852,974,0.36196615427648726,0.2823773246695048
C11D1,17848,946,0.3463095601847691,0.19391528462572838
F03B13,17830,1293,0.2785209470454368,0.3585530005608525
C08L97,17801,1201,0.3201011972971355,0.235436211448795
F16K11,17781,1141,0.2904437802715977,0.3183735447950059
F24J2,17685,1069,0.30514795739839745,0.0
C07K19,17656,334,0.5809158082480982,0.4369053013140009
C07D209,17629,775,0.4053918184316538,0.2930398774746157
H04W40,17608,315,0.6162242975342017,0.36216492503407544
C07F7,17579,1040,0.3565922152050435,0.31008589794641334
G10L21,17566,538,0.434649183986609,0.4824091995901173
C07D403,17563,614,0.4586502358717628,0.23896828560040995
C08G77,17515,1090,0.35816332052600247,0.3053953753925207
B05D1,17513,2016,0.23109421333329386,0.4334494375606692
G09G5,17453,636,0.3906688394855004,0.14467426803414885
B63B35,17448,1387,0.2697502138937001,0.48429619440623567
B65F1,17436,983,0.35377894276976846,0.3718742830924524
B21B37,17395,542,0.4096681096681097,0.3856280540385168
B65D90,17389,1534,0.28013141805642483,0.40220829259876933
B01D61,17380,1313,0.3054564722459983,0.38993095512082854
B28B1,17322,1316,0.306380058448416,0.4057845514374783
A61G7,17318,775,0.38583608711098005,0.46310197482388266
D06B23,17315,841,0.3231486512241815,0.44423909904706904
B02C21,17248,1245,0.2967289931506938,0.5253942486085343
C08L5,17207,1314,0.3196847500511618,0.3777532399604812
C03C17,17144,1223,0.32229159114405015,0.27029864675688287
B01D36,17132,1631,0.25911496629728675,0.5584870417931357
E02D3,17132,1036,0.33847257148527976,0.48488209199159465
A61K48,17097,382,0.566296347729482,0.2249517459203369
G11C11,17035,340,0.3762751742665004,0.2488406222483123
G11C16,17030,263,0.44804008252284117,0.26482677627715795
F24D19,17007,1032,0.3346655721928161,0.3907214676309755
B01J21,16935,886,0.3787863259250908,0.30014762326542666
C08G65,16921,1085,0.35801489325024793,0.27391998108858817
B21B1,16891,776,0.35693011221757576,0.4635012728672074
C22B1,16823,722,0.37000077267810233,0.38411698270225286
E02F9,16813,1109,0.30007955293537264,0.30857074882531377
C07C31,16776,916,0.364494380945305,0.28087744396757275
H05K9,16742,1559,0.2832163560204929,0.4357902281686776
G11B7,16740,656,0.32003315677817273,0.02066905615292712
C08L53,16724,1060,0.3435517649015565,0.28802917962209995
G08B13,16658,1213,0.30852311115054154,0.31954616400528274
G16H10,16646,538,0.4492816292369926,0.7834915294965757
F04C29,16613,725,0.3494289337670448,0.30367784265334374
G01R35,16607,523,0.49318618042226486,0.4380080688866141
B23K31,16606,1225,0.29370909183368954,0.524990967120318
C10N40,16603,871,0.3250041098142364,0.19857857013792687
G01M7,16586,822,0.37914470353494745,0.4775111539852888
C08F283,16507,1082,0.35989771050012015,0.3909856424547162
H04R3,16405,658,0.4025460808043195,0.3081987199024688
G08B25,16394,1253,0.30341294964028775,0.4447968769061852
A23B7,16386,1003,0.3606813186813187,0.24234102282436226
H01H9,16378,904,0.3365341785796024,0.3325192331175968
B23P21,16322,1096,0.30190793666192206,0.41900502389413063
B26F1,16301,1275,0.2774348219182143,0.4146371388258389
E02D15,16297,846,0.38729318108987876,0.6879180217217893
G01M99,16284,1215,0.3005313721809114,0.45553917956276097
C08F8,16280,1235,0.3205780432057804,0.27542997542997544
C09D167,16279,1096,0.34857352171287787,0.22495239265311137
B65G35,16249,1322,0.2777839042433432,0.5090159394424272
G03B17,16222,928,0.36705154398458933,0.32092220441375907
H01R24,16199,828,0.36534742094064127,0.3553923081671708
A61P43,16195,695,0.4137493848476507,0.18468663167644334
C07C211,16183,915,0.37700322822390037,0.3182969783105728
A61K49,16082,702,0.43002248109544244,0.4059818430543465
G16H20,16058,714,0.382006668879091,0.723564578403288
C07K7,16058,534,0.49464763603925066,0.3473657989787022
B29B9,16053,1135,0.3236692978708142,0.24880084719367096
D06P3,16052,681,0.3659772092396853,0.2285696486419138
H02K11,16020,1198,0.28700130140916025,0.4214731585518102
D21H21,16020,1051,0.3382319766553388,0.2576154806491885
B32B17,16015,1603,0.25625546533416615,0.29834530128004993
F04B53,15987,1273,0.29228643823141304,0.34628135359979983
H01P1,15987,518,0.3829306841273425,0.3171326702946144
C09J175,15923,1075,0.33714234048768277,0.34949444200213525
G01K7,15886,1416,0.29265328716675126,0.3692559486340174
B65H23,15873,1100,0.3102798989793326,0.545013545013545
C25D5,15870,1202,0.3146622185154295,0.3836798991808444
A21D2,15860,356,0.5283846289271938,0.1403530895334174
H02H9,15837,730,0.38512553471287997,0.35101344951695396
A01H1,15785,436,0.4127137855067528,0.2798226164079823
B03C1,15767,1309,0.28414908063660044,0.4334369252235682
G07F17,15750,1046,0.30333219456107674,0.3373968253968254
F21S2,15730,546,0.45557767305817354,0.039987285441830896
G01J3,15715,866,0.3428608214239732,0.2878141902640789
C10M169,15703,834,0.3215541979079885,0.2248614914347577
H02P27,15690,769,0.31175343221190016,0.41631612492033143
A41D31,15680,1006,0.31666156907762766,0.22927295918367346
H01G9,15678,931,0.34249842247874984,0.15595101415996937
A61Q5,15663,710,0.4187463540542916,0.2263295664942859
B29C48,15621,1408,0.30026778979766433,0.6773574034952948
A62C3,15588,1524,0.28235452676976985,0.6670515781370285
E21B17,15588,858,0.3503771110018036,0.39004362329997433
F15B21,15554,1323,0.2551912004220861,0.4152629548669153
F23G5,15535,999,0.31124900806838185,0.4480205986482137
C25D3,15525,1182,0.30344302123316225,0.3446054750402576
G02B26,15479,779,0.3508338972256498,0.25117901673234705
F16M13,15445,1455,0.27852794351574306,0.5254775008093234
C07D413,15434,557,0.4818421309396039,0.22197745237786703
H03F1,15420,436,0.43569140388033334,0.34636835278858624
A41D13,15402,1303,0.274543842015018,0.3467082197117258
B28C5,15386,888,0.3924831975105534,0.512348888600026
A47L9,15361,766,0.35790452402681616,0.2201679578152464
B23K101,15337,854,0.3779756486431318,0.5763839081958662
F24F7,15331,1107,0.33680241327300153,0.4886178331485226
B33Y70,15319,1274,0.30857072873832814,0.591096024544683
B62B3,15297,1261,0.29818123501252036,0.395829247564882
C08L7,15277,1142,0.3019715663170217,0.2362374811808601
F16D65,15217,1048,0.29743932227579206,0.30459354669120065
B08B7,15210,2062,0.2316724585881543,0.6142669296515451
F23J15,15189,915,0.3071952883303549,0.41200869049970373
G08B17,15118,1127,0.34331039936733887,0.5224897473210742
B29B7,15096,1142,0.3331746838562605,0.3536036036036036
B29C35,15067,1405,0.2828247600668224,0.32554589500232295
C08L101,15040,1614,0.2634077442150969,0.20179521276595744
E21B49,15038,536,0.4325456219125718,0.4486633860885756
C09J133,15035,986,0.36657320794978043,0.283139341536415
B65D88,15025,1392,0.2874693765505954,0.4148419301164725
E04H9,15018,716,0.41260936352100447,0.5520708483153549
A63B71,15012,865,0.319806534696588,0.44417799094058086
C10L1,15004,855,0.3206385636995085,0.14129565449213544
B24B19,14998,1104,0.3088843503101454,0.5021336178157088
B01J13,14978,1320,0.3191750691033445,0.37221257844839095
A01B79,14976,615,0.38668180703494015,0.34435096153846156
H02P6,14947,805,0.3114722533640991,0.319060681073125
A23L13,14942,506,0.4745574174003597,0.28925177352429393
H04L47,14932,244,0.6979870374815679,0.8441601928743638
C09C1,14929,1150,0.34038500678941275,0.20664478531716793
F21V5,14912,686,0.39599547918111533,0.17697156652360516
C23C22,14911,1140,0.31793808823824915,0.2565220307155791
B60L15,14911,676,0.32734423569560983,0.44490644490644493
B60R11,14878,1068,0.31473544204564474,0.41699153111977416
C07D417,14875,580,0.4725012443554239,0.21660504201680672
B62D5,14866,742,0.3262407197454559,0.32570967307951026
B65G69,14829,1210,0.30044936545647083,0.6305212758783465
H04J3,14823,404,0.5095966551283483,0.3603184240707009
F04B49,14821,1347,0.27883806868472294,0.36765400445314084
A01P13,14817,563,0.5173032849503437,0.16649794155362085
C09K17,14808,750,0.4237019378762823,0.38870880605078334
C04B26,14792,1146,0.32853978916971044,0.2730530016224986
H04L45,14784,289,0.6401159815793962,0.8645156926406926
B60K6,14760,583,0.29737669891388213,0.17479674796747968
F26B11,14749,1011,0.3268972108169333,0.5220692928334124
C04B33,14747,945,0.35453323516896207,0.26452837865328543
A62C31,14726,1350,0.29550225911411004,0.6345918783104713
E04G23,14677,983,0.3539911377394995,0.5132520269809907
B60W20,14628,402,0.37908521303258147,0.27126059611703585
B28B11,14621,1201,0.3202306875094855,0.4984611175706176
E04F15,14600,1124,0.33765211542406276,0.27095890410958906
B23Q17,14523,704,0.3423192752721997,0.45534669145493356
E04F21,14475,775,0.387511813873677,0.5039723661485319
F15B11,14474,1178,0.24970039079461573,0.34675970706093684
F04D27,14439,1184,0.3060356375837965,0.43534870835930467
F24H1,14427,1100,0.2959354291302825,0.21161710681361337
F25D17,14414,1482,0.2750625879429125,0.5504370750659081
E01C19,14383,978,0.3456641445985708,0.4741013696725301
F21S9,14376,1128,0.3133135977896191,0.2518781302170284
F03D7,14350,712,0.39459663481594787,0.3551219512195122
B60K1,14347,887,0.31877700232635425,0.4544504077507493
B65B57,14330,816,0.3692333729234098,0.4889741800418702
H03M1,14311,513,0.42792678715321747,0.3697156033820138
F17C13,14309,1208,0.3107739311740055,0.49185827101824026
B24B29,14305,931,0.34369780260569394,0.518000699056274
G01K13,14296,1780,0.2601533277670623,0.6450755456071628
C07C49,14294,847,0.4085476317339241,0.2833356653141178
C07D409,14271,570,0.47667486399880765,0.2907995235092145
A47J37,14251,874,0.33254510791139574,0.3585011578134868
H04W56,14226,307,0.5748705780845557,0.3522423731196401
E03C1,14217,931,0.362535262239709,0.2489976788351973
C21C5,14192,715,0.3769718076807917,0.379086809470124
F15B15,14181,1280,0.25944512458900276,0.3225442493477188
E03B3,14163,1227,0.3187248232626384,0.5208642236814234
